date,region,category,product,promotion,sales,units_sold,inventory
2026-02-05,South,Beverages,Energy Drink,No,80102.0,2920,3335
2026-02-05,South,Snacks,Chips,No,74704.0,1552,1424
2026-02-05,South,Dairy,Milk,No,130599.0,3038,628
2026-02-05,East,Beverages,Cola,Yes,66481.29,3164,898
2026-02-05,East,Snacks,Chips,Yes,126525.24,3495,962
2026-02-05,East,Dairy,Milk,No,80692.0,1814,3112
2026-02-05,West,Beverages,Energy Drink,No,81051.0,2789,1673
2026-02-05,West,Snacks,Namkeen,Yes,124020.8,5681,1934
2026-02-05,West,Dairy,Cheese,No,122856.0,3523,3321
2026-02-06,North,Beverages,Energy Drink,No,118742.0,4016,3910
2026-02-06,North,Snacks,Biscuits,Yes,108322.65,2540,4379
2026-02-06,North,Dairy,Milk,Yes,121363.69,4988,4293
2026-02-06,South,Beverages,Cola,No,104592.0,2848,1598
2026-02-06,South,Snacks,Biscuits,Yes,96853.03,2458,4184
2026-02-06,South,Dairy,Yogurt,Yes,158356.43,6158,2699
2026-02-06,East,Beverages,Juice,Yes,68853.82,1606,2277
2026-02-06,East,Snacks,Biscuits,Yes,111523.54,2359,2235
2026-02-06,East,Dairy,Milk,Yes,207032.61,6024,2487
2026-02-06,West,Beverages,Energy Drink,Yes,140185.0,3834,2818
2026-02-06,West,Snacks,Biscuits,No,119946.0,3039,3026
2026-02-06,West,Dairy,Yogurt,No,117215.0,2521,4317
2026-02-07,North,Beverages,Cola,No,149828.0,3315,2164
2026-02-07,North,Snacks,Biscuits,No,104254.0,4878,2312
2026-02-07,North,Dairy,Cheese,Yes,61415.36,1278,3920
2026-02-07,South,Beverages,Juice,Yes,90779.23,2891,2513
2026-02-07,South,Snacks,Biscuits,No,83728.0,1951,4502
2026-02-07,South,Dairy,Cheese,No,110401.0,4407,3385
2026-02-07,East,Beverages,Cola,Yes,182531.55,7152,4941
2026-02-07,East,Snacks,Namkeen,Yes,131745.6,2901,897
2026-02-07,East,Dairy,Milk,No,68021.0,1502,2395
2026-02-07,West,Beverages,Cola,Yes,59677.2,1771,995
2026-02-07,West,Snacks,Namkeen,No,136413.0,3938,554
2026-02-07,West,Dairy,Cheese,No,51553.0,2514,2750
2026-02-08,North,Beverages,Energy Drink,No,52246.0,1489,4027
2026-02-08,North,Snacks,Chips,Yes,78738.13,2891,4812
2026-02-08,North,Dairy,Yogurt,No,85038.0,1939,1147
2026-02-08,South,Beverages,Juice,No,110161.0,2981,2350
2026-02-08,South,Snacks,Biscuits,Yes,189621.51,4800,759
2026-02-08,South,Dairy,Milk,No,99710.0,3184,4399
2026-02-08,East,Beverages,Cola,Yes,163642.56,4676,4054
2026-02-08,East,Snacks,Namkeen,No,124167.0,2517,1281
2026-02-08,East,Dairy,Cheese,Yes,93207.8,2024,4395
2026-02-08,West,Beverages,Juice,Yes,77985.55,2744,4948
2026-02-08,West,Snacks,Namkeen,Yes,101340.33,3442,2197
2026-02-08,West,Dairy,Cheese,Yes,200045.05,4482,1130
2026-02-09,North,Beverages,Juice,Yes,145250.62,3224,3687
2026-02-09,North,Snacks,Namkeen,No,100311.0,2350,1646
2026-02-09,North,Dairy,Cheese,Yes,153064.06,5039,1300
2026-02-09,South,Beverages,Juice,Yes,72086.19,1673,3749
2026-02-09,South,Snacks,Biscuits,Yes,157341.68,3160,4519
2026-02-09,South,Dairy,Milk,No,122487.0,2539,4037
2026-02-09,East,Beverages,Cola,No,61232.0,1418,2919
2026-02-09,East,Snacks,Chips,Yes,71711.15,2283,1763
2026-02-09,East,Dairy,Cheese,No,91507.0,2968,1249
2026-02-09,West,Beverages,Cola,No,108292.0,3516,2709
2026-02-09,West,Snacks,Chips,Yes,71040.32,2122,4697
2026-02-09,West,Dairy,Yogurt,Yes,60223.02,1644,3157
2026-02-10,North,Beverages,Juice,Yes,108034.29,2490,2488
2026-02-10,North,Snacks,Namkeen,Yes,169778.26,7025,2966
2026-02-10,North,Dairy,Yogurt,No,69127.0,3156,4060
2026-02-10,South,Beverages,Juice,No,89289.0,2586,1130
2026-02-10,South,Snacks,Biscuits,No,82321.0,1977,4561
2026-02-10,South,Dairy,Cheese,Yes,124543.67,4274,3741
2026-02-10,East,Beverages,Juice,No,93193.0,2806,4027
2026-02-10,East,Snacks,Namkeen,Yes,106913.92,2208,2145
2026-02-10,East,Dairy,Yogurt,No,73283.0,1497,3114
2026-02-10,West,Beverages,Juice,No,125481.0,2887,3169
2026-02-10,West,Snacks,Biscuits,No,101502.0,3279,2136
2026-02-10,West,Dairy,Cheese,Yes,185379.26,8909,4281
2026-02-11,North,Beverages,Energy Drink,Yes,143933.84,3202,1066
2026-02-11,North,Snacks,Biscuits,No,68242.0,1749,2482
2026-02-11,North,Dairy,Yogurt,Yes,176368.71,5633,4178
2026-02-11,South,Beverages,Energy Drink,No,126315.0,3944,4650
2026-02-11,South,Snacks,Namkeen,No,121256.0,5745,3445
2026-02-11,South,Dairy,Cheese,Yes,85609.7,2154,3408
2026-02-11,East,Beverages,Cola,Yes,172741.9,4283,3773
2026-02-11,East,Snacks,Biscuits,No,63886.0,3144,2619
2026-02-11,East,Dairy,Milk,Yes,131441.52,3878,4599
2026-02-11,West,Beverages,Cola,No,53219.0,1543,2920
2026-02-11,West,Snacks,Biscuits,Yes,87998.12,2099,3353
2026-02-11,West,Dairy,Yogurt,No,109681.0,2519,4768
2026-02-12,North,Beverages,Juice,No,112411.0,4902,4206
2026-02-12,North,Snacks,Biscuits,Yes,99489.41,2407,685
2026-02-12,North,Dairy,Yogurt,Yes,185932.45,3881,2498
2026-02-12,South,Beverages,Energy Drink,Yes,140450.15,3817,4285
2026-02-12,South,Snacks,Chips,No,132543.0,5190,4040
2026-02-12,South,Dairy,Yogurt,Yes,188332.63,7265,4018
2026-02-12,East,Beverages,Juice,Yes,165782.32,5847,1012
2026-02-12,East,Snacks,Namkeen,Yes,139159.46,4672,4248
2026-02-12,East,Dairy,Milk,No,137910.0,3005,4823
2026-02-12,West,Beverages,Energy Drink,No,128246.0,4050,3715
2026-02-12,West,Snacks,Namkeen,Yes,115258.54,3416,1913
2026-02-12,West,Dairy,Cheese,No,130541.0,3462,1597
2026-02-13,North,Beverages,Juice,Yes,96842.47,3799,1658
2026-02-13,North,Snacks,Namkeen,No,104819.0,2766,3643
2026-02-13,North,Dairy,Yogurt,Yes,146860.54,3599,1919
2026-02-13,South,Beverages,Energy Drink,Yes,135489.37,5289,4194
2026-02-13,South,Snacks,Namkeen,Yes,134480.35,3893,2098
2026-02-13,South,Dairy,Yogurt,No,103626.0,2556,3904
2026-02-13,East,Beverages,Energy Drink,No,114054.0,4558,752
2026-02-13,East,Snacks,Chips,No,54285.0,1921,4904
2026-02-13,East,Dairy,Yogurt,Yes,139592.82,3233,4557
2026-02-13,West,Beverages,Energy Drink,Yes,141857.61,3279,3505
2026-02-13,West,Snacks,Namkeen,Yes,196847.57,5409,3982
2026-02-13,West,Dairy,Milk,Yes,121286.03,5784,2652
2026-02-14,North,Beverages,Juice,Yes,146222.24,6216,2441
2026-02-14,North,Snacks,Chips,No,143159.0,3737,4007
2026-02-14,North,Dairy,Milk,Yes,103602.75,2345,3373
2026-02-14,South,Beverages,Energy Drink,No,128231.0,3545,3151
2026-02-14,South,Snacks,Namkeen,No,87923.0,2364,4714
2026-02-14,South,Dairy,Cheese,Yes,94122.51,2160,985
2026-02-14,East,Beverages,Juice,Yes,193009.29,7020,3138
2026-02-14,East,Snacks,Chips,No,114154.0,4704,2701
2026-02-14,East,Dairy,Cheese,No,99174.0,2955,1262
2026-02-14,West,Beverages,Juice,No,141056.0,2933,3523
2026-02-14,West,Snacks,Biscuits,No,92898.0,2480,1263
2026-02-14,West,Dairy,Cheese,No,133209.0,3336,3434
2026-02-15,North,Beverages,Cola,No,78551.0,1601,2235
2026-02-15,North,Snacks,Biscuits,No,92318.0,2058,3266
2026-02-15,North,Dairy,Cheese,Yes,168388.04,3857,896
2026-02-15,South,Beverages,Cola,Yes,176340.84,5219,1517
2026-02-15,South,Snacks,Chips,No,109836.0,5486,4004
2026-02-15,South,Dairy,Milk,Yes,160958.9,3481,2744
2026-02-15,East,Beverages,Cola,No,82819.0,3685,1855
2026-02-15,East,Snacks,Chips,No,131999.0,4525,2418
2026-02-15,East,Dairy,Yogurt,Yes,160520.04,6079,1138
2026-02-15,West,Beverages,Cola,Yes,153980.92,7593,3314
2026-02-15,West,Snacks,Chips,No,140968.0,5882,1080
2026-02-15,West,Dairy,Milk,No,61708.0,1471,1339
2026-02-16,North,Beverages,Cola,No,98177.0,2114,1623
2026-02-16,North,Snacks,Biscuits,Yes,187444.8,7718,4845
2026-02-16,North,Dairy,Cheese,Yes,168344.31,5070,2245
2026-02-16,South,Beverages,Energy Drink,Yes,133574.03,4014,2279
2026-02-16,South,Snacks,Chips,Yes,90615.22,2404,3645
2026-02-16,South,Dairy,Yogurt,No,91222.0,2085,2529
2026-02-16,East,Beverages,Juice,Yes,104480.75,2749,2834
2026-02-16,East,Snacks,Namkeen,Yes,185739.85,7099,4674
2026-02-16,East,Dairy,Milk,No,88737.0,2253,2460
2026-02-16,West,Beverages,Juice,No,64777.0,2378,1081
2026-02-16,West,Snacks,Namkeen,Yes,134331.28,5606,3947
2026-02-16,West,Dairy,Yogurt,Yes,186160.9,3751,1097
2026-02-17,North,Beverages,Cola,Yes,61062.61,2881,995
2026-02-17,North,Snacks,Biscuits,No,132388.0,3199,3903
2026-02-17,North,Dairy,Yogurt,No,60803.0,1550,4904
2026-02-17,South,Beverages,Energy Drink,Yes,97170.83,4343,2164
2026-02-17,South,Snacks,Chips,No,101213.0,2692,1041
2026-02-17,South,Dairy,Yogurt,No,145677.0,2997,2454
2026-02-17,East,Beverages,Cola,Yes,84433.9,3596,950
2026-02-17,East,Snacks,Biscuits,Yes,72469.96,3005,592
2026-02-17,East,Dairy,Milk,No,95443.0,2674,2623
2026-02-17,West,Beverages,Cola,No,66637.0,1568,2701
2026-02-17,West,Snacks,Namkeen,Yes,64643.5,1966,4791
2026-02-17,West,Dairy,Milk,No,143365.0,2910,1131
2026-02-18,North,Beverages,Juice,No,116949.0,3796,4592
2026-02-18,North,Snacks,Namkeen,Yes,112646.32,2607,1444
2026-02-18,North,Dairy,Milk,Yes,75716.44,3717,876
2026-02-18,South,Beverages,Juice,No,100197.0,2104,1966
2026-02-18,South,Snacks,Chips,No,79427.0,2678,3909
2026-02-18,South,Dairy,Cheese,No,85554.0,1910,3554
2026-02-18,East,Beverages,Cola,Yes,85779.4,2418,876
2026-02-18,East,Snacks,Biscuits,Yes,150884.48,3492,3045
2026-02-18,East,Dairy,Yogurt,Yes,151528.0,4877,2888
2026-02-18,West,Beverages,Energy Drink,No,146937.0,3798,4300
2026-02-18,West,Snacks,Biscuits,No,75614.0,1801,4977
2026-02-18,West,Dairy,Milk,Yes,70138.03,3385,4936
2026-02-19,North,Beverages,Juice,Yes,103343.29,2601,3019
2026-02-19,North,Snacks,Chips,Yes,166615.19,5111,990
2026-02-19,North,Dairy,Milk,No,62193.0,2917,2396
2026-02-19,South,Beverages,Energy Drink,No,141861.0,3026,4255
2026-02-19,South,Snacks,Namkeen,Yes,142350.51,5929,3730
2026-02-19,South,Dairy,Milk,Yes,138982.63,5810,2889
2026-02-19,East,Beverages,Juice,No,101505.0,2474,3172
2026-02-19,East,Snacks,Biscuits,No,85645.0,3171,2160
2026-02-19,East,Dairy,Milk,Yes,79636.41,2378,3072
2026-02-19,West,Beverages,Juice,Yes,145192.97,3367,4202
2026-02-19,West,Snacks,Biscuits,No,84735.0,1859,1240
2026-02-19,West,Dairy,Milk,No,142367.0,3480,830
2026-02-20,North,Beverages,Cola,No,69441.0,3054,2533
2026-02-20,North,Snacks,Biscuits,No,117300.0,5463,2948
2026-02-20,North,Dairy,Yogurt,Yes,74925.12,1641,2546
2026-02-20,South,Beverages,Cola,No,63357.0,1436,1645
2026-02-20,South,Snacks,Chips,Yes,78360.45,1583,1570
2026-02-20,South,Dairy,Milk,No,98790.0,2433,1188
2026-02-20,East,Beverages,Energy Drink,No,59828.0,2896,1028
2026-02-20,East,Snacks,Chips,No,66880.0,2938,3216
2026-02-20,East,Dairy,Milk,Yes,123142.77,2580,4048
2026-02-20,West,Beverages,Energy Drink,No,115028.0,5507,3995
2026-02-20,West,Snacks,Chips,No,78143.0,1653,2752
2026-02-20,West,Dairy,Yogurt,No,69481.0,3302,2513
2026-02-21,North,Beverages,Energy Drink,No,115390.0,3565,4424
2026-02-21,North,Snacks,Chips,Yes,105295.78,3232,4807
2026-02-21,North,Dairy,Milk,Yes,133636.31,4342,4960
2026-02-21,South,Beverages,Juice,No,124141.0,3539,3681
2026-02-21,South,Snacks,Biscuits,Yes,63867.55,2403,2801
2026-02-21,South,Dairy,Milk,No,119393.0,3886,2406
2026-02-21,East,Beverages,Cola,Yes,106990.53,3821,958
2026-02-21,East,Snacks,Chips,No,96504.0,2008,1923
2026-02-21,East,Dairy,Milk,Yes,152607.32,3621,3439
2026-02-21,West,Beverages,Energy Drink,Yes,186308.54,3847,1664
2026-02-21,West,Snacks,Namkeen,Yes,144593.44,5722,810
2026-02-21,West,Dairy,Milk,Yes,103067.35,5003,4415
2026-02-22,North,Beverages,Cola,No,130495.0,5010,1568
2026-02-22,North,Snacks,Biscuits,Yes,103305.42,4228,1660
2026-02-22,North,Dairy,Milk,No,59506.0,1906,3740
2026-02-22,South,Beverages,Energy Drink,Yes,112044.31,4650,1790
2026-02-22,South,Snacks,Namkeen,No,133789.0,2740,3099
2026-02-22,South,Dairy,Milk,No,79260.0,1983,1936
2026-02-22,East,Beverages,Juice,No,146206.0,3596,1543
2026-02-22,East,Snacks,Chips,Yes,196632.54,6193,765
2026-02-22,East,Dairy,Milk,No,130134.0,4887,1352
2026-02-22,West,Beverages,Juice,Yes,123632.46,4555,3117
2026-02-22,West,Snacks,Chips,Yes,185946.48,4440,3250
2026-02-22,West,Dairy,Yogurt,Yes,98569.01,2416,3371
2026-02-23,North,Beverages,Juice,Yes,158924.11,5032,3937
2026-02-23,North,Snacks,Chips,No,114629.0,2467,3377
2026-02-23,North,Dairy,Cheese,No,63294.0,1410,2347
2026-02-23,South,Beverages,Cola,No,59661.0,1356,773
2026-02-23,South,Snacks,Biscuits,Yes,108140.82,4672,3300
2026-02-23,South,Dairy,Milk,No,71090.0,1694,4981
2026-02-23,East,Beverages,Cola,No,127860.0,2579,4454
2026-02-23,East,Snacks,Namkeen,Yes,147308.04,5904,4056
2026-02-23,East,Dairy,Milk,Yes,75883.9,1541,3852
2026-02-23,West,Beverages,Energy Drink,No,136585.0,4801,2445
2026-02-23,West,Snacks,Chips,Yes,129057.85,2855,1758
2026-02-23,West,Dairy,Milk,No,50500.0,1538,2912
2026-02-24,North,Beverages,Energy Drink,No,76171.0,3324,2195
2026-02-24,North,Snacks,Chips,No,60739.0,1775,1446
2026-02-24,North,Dairy,Yogurt,No,111727.0,3222,2670
2026-02-24,South,Beverages,Cola,No,74232.0,2384,3624
2026-02-24,South,Snacks,Biscuits,Yes,120722.12,3637,2657
2026-02-24,South,Dairy,Milk,No,123956.0,5673,1292
2026-02-24,East,Beverages,Cola,No,120968.0,3731,2363
2026-02-24,East,Snacks,Namkeen,Yes,135545.15,4163,4886
2026-02-24,East,Dairy,Cheese,No,125066.0,2692,4401
2026-02-24,West,Beverages,Juice,Yes,139478.16,3366,4613
2026-02-24,West,Snacks,Namkeen,Yes,91069.82,2720,1869
2026-02-24,West,Dairy,Milk,Yes,74044.78,3312,4066
2026-02-25,North,Beverages,Cola,Yes,150695.77,3184,1048
2026-02-25,North,Snacks,Chips,No,122923.0,3850,3171
2026-02-25,North,Dairy,Yogurt,No,51620.0,1184,4780
2026-02-25,South,Beverages,Juice,Yes,119436.35,3228,1320
2026-02-25,South,Snacks,Chips,Yes,119018.51,2564,3866
2026-02-25,South,Dairy,Yogurt,No,135824.0,3929,4375
2026-02-25,East,Beverages,Cola,Yes,105117.6,2726,3790
2026-02-25,East,Snacks,Chips,No,93449.0,2295,903
2026-02-25,East,Dairy,Cheese,No,85203.0,1816,665
2026-02-25,West,Beverages,Juice,No,90756.0,3194,4527
2026-02-25,West,Snacks,Namkeen,Yes,91086.13,1850,4129
2026-02-25,West,Dairy,Yogurt,No,145525.0,4477,1231
2026-02-26,North,Beverages,Cola,No,77707.0,1639,3835
2026-02-26,North,Snacks,Namkeen,No,149548.0,4213,3563
2026-02-26,North,Dairy,Milk,Yes,69929.54,1986,1611
2026-02-26,South,Beverages,Energy Drink,Yes,84257.53,1872,972
2026-02-26,South,Snacks,Chips,Yes,122475.53,3975,2131
2026-02-26,South,Dairy,Yogurt,No,110846.0,3153,1514
2026-02-26,East,Beverages,Energy Drink,Yes,99012.49,2617,1954
2026-02-26,East,Snacks,Biscuits,No,95121.0,3819,2618
2026-02-26,East,Dairy,Cheese,Yes,96819.86,4505,2255
2026-02-26,West,Beverages,Cola,Yes,161318.49,4079,4704
2026-02-26,West,Snacks,Chips,Yes,154019.2,3907,569
2026-02-26,West,Dairy,Milk,No,129736.0,2938,3002
2026-02-27,North,Beverages,Energy Drink,No,105549.0,2252,3356
2026-02-27,North,Snacks,Biscuits,No,78601.0,2311,4765
2026-02-27,North,Dairy,Cheese,No,126609.0,5488,4690
2026-02-27,South,Beverages,Energy Drink,No,123591.0,3135,2815
2026-02-27,South,Snacks,Biscuits,Yes,126623.0,2550,3163
2026-02-27,South,Dairy,Yogurt,No,135998.0,3290,2947
2026-02-27,East,Beverages,Cola,Yes,156634.52,3333,3810
2026-02-27,East,Snacks,Namkeen,No,139228.0,5753,708
2026-02-27,East,Dairy,Cheese,No,88745.0,3194,3928
2026-02-27,West,Beverages,Juice,No,146564.0,6959,2055
2026-02-27,West,Snacks,Biscuits,Yes,176400.48,4050,3436
2026-02-27,West,Dairy,Cheese,No,72280.0,1598,1983
2026-02-28,North,Beverages,Juice,Yes,127164.24,4580,1999
2026-02-28,North,Snacks,Namkeen,No,135778.0,5986,3410
2026-02-28,North,Dairy,Milk,No,105112.0,2408,3214
2026-02-28,South,Beverages,Juice,No,126751.0,4397,1464
2026-02-28,South,Snacks,Biscuits,Yes,169777.16,3512,1083
2026-02-28,South,Dairy,Yogurt,Yes,131312.94,3248,4840
2026-02-28,East,Beverages,Juice,No,57086.0,1237,1735
2026-02-28,East,Snacks,Chips,Yes,116056.81,3129,4248
2026-02-28,East,Dairy,Milk,No,143804.0,5659,1162
2026-02-28,West,Beverages,Juice,No,132710.0,2675,3067
2026-02-28,West,Snacks,Namkeen,Yes,62543.17,2379,1881
2026-02-28,West,Dairy,Cheese,Yes,152479.92,3513,1560
2026-03-01,North,Beverages,Energy Drink,No,133032.0,4045,4014
2026-03-01,North,Snacks,Biscuits,No,50611.0,2395,2133
2026-03-01,North,Dairy,Cheese,No,51845.0,1108,4850
2026-03-01,South,Beverages,Cola,Yes,152743.8,3636,2353
2026-03-01,South,Snacks,Namkeen,No,90906.0,3808,3642
2026-03-01,South,Dairy,Cheese,No,71891.0,3273,874
2026-03-01,East,Beverages,Juice,No,109759.0,2623,4793
2026-03-01,East,Snacks,Biscuits,No,140017.0,2807,3307
2026-03-01,East,Dairy,Yogurt,No,148319.0,5781,3804
2026-03-01,West,Beverages,Cola,Yes,104663.8,4372,679
2026-03-01,West,Snacks,Namkeen,Yes,80031.54,2025,806
2026-03-01,West,Dairy,Yogurt,No,120088.0,3103,892
2026-03-02,North,Beverages,Energy Drink,Yes,183259.82,8544,1448
2026-03-02,North,Snacks,Biscuits,No,99840.0,4211,2570
2026-03-02,North,Dairy,Yogurt,Yes,100672.57,2587,2966
2026-03-02,South,Beverages,Juice,Yes,171873.69,4443,1623
2026-03-02,South,Snacks,Biscuits,Yes,153999.74,6544,1433
2026-03-02,South,Dairy,Milk,No,76037.0,1986,2654
2026-03-02,East,Beverages,Energy Drink,Yes,127055.95,4402,822
2026-03-02,East,Snacks,Namkeen,No,77222.0,1899,4437
2026-03-02,East,Dairy,Yogurt,Yes,55586.41,2451,1404
2026-03-02,West,Beverages,Energy Drink,No,69548.0,1434,4691
2026-03-02,West,Snacks,Chips,Yes,108042.37,3205,2925
2026-03-02,West,Dairy,Yogurt,No,56564.0,2459,1931
2026-03-03,North,Beverages,Cola,No,97214.0,2207,3061
2026-03-03,North,Snacks,Biscuits,Yes,84644.45,1812,579
2026-03-03,North,Dairy,Milk,Yes,112369.18,3391,2697
2026-03-03,South,Beverages,Energy Drink,Yes,132889.32,5214,3783
2026-03-03,South,Snacks,Biscuits,No,85629.0,1899,4417
2026-03-03,South,Dairy,Yogurt,Yes,73876.54,1767,1805
2026-03-03,East,Beverages,Cola,No,127430.0,3695,4089
2026-03-03,East,Snacks,Chips,No,97002.0,2529,1570
2026-03-03,East,Dairy,Yogurt,No,64802.0,1389,4110
2026-03-03,West,Beverages,Cola,Yes,109281.32,5364,4799
2026-03-03,West,Snacks,Namkeen,Yes,187671.67,5275,1280
2026-03-03,West,Dairy,Yogurt,Yes,136221.93,3381,3652
2026-03-04,North,Beverages,Cola,Yes,66624.13,2696,4344
2026-03-04,North,Snacks,Biscuits,Yes,79276.56,2676,3210
2026-03-04,North,Dairy,Yogurt,Yes,135868.25,3457,3803
2026-03-04,South,Beverages,Cola,Yes,135872.82,3653,1221
2026-03-04,South,Snacks,Biscuits,No,91426.0,3880,4574
2026-03-04,South,Dairy,Cheese,Yes,77478.14,3676,4998
2026-03-04,East,Beverages,Cola,Yes,179444.18,4586,4664
2026-03-04,East,Snacks,Namkeen,Yes,176734.56,3643,3476
2026-03-04,East,Dairy,Milk,Yes,131434.47,3055,4375
2026-03-04,West,Beverages,Energy Drink,No,143836.0,4283,1298
2026-03-04,West,Snacks,Namkeen,Yes,60465.45,1346,2891
2026-03-04,West,Dairy,Cheese,No,142025.0,6124,1844
2026-03-05,North,Beverages,Juice,Yes,190422.24,5899,2583
2026-03-05,North,Snacks,Namkeen,Yes,84740.7,1859,2266
2026-03-05,North,Dairy,Yogurt,Yes,172938.66,4048,880
2026-03-05,South,Beverages,Energy Drink,Yes,134915.97,3580,4630
2026-03-05,South,Snacks,Chips,No,50568.0,1408,897
2026-03-05,South,Dairy,Cheese,No,126692.0,3673,4664
2026-03-05,East,Beverages,Cola,Yes,195967.52,8481,3136
2026-03-05,East,Snacks,Namkeen,No,104875.0,2123,2533
2026-03-05,East,Dairy,Yogurt,No,94939.0,1933,4209
2026-03-05,West,Beverages,Cola,Yes,133325.56,2861,4696
2026-03-05,West,Snacks,Biscuits,No,143306.0,3403,2280
2026-03-05,West,Dairy,Milk,Yes,173239.91,4267,1586
2026-03-06,North,Beverages,Energy Drink,Yes,146536.79,3747,1445
2026-03-06,North,Snacks,Biscuits,No,126389.0,3404,3919
2026-03-06,North,Dairy,Cheese,No,105363.0,2381,4782
2026-03-06,South,Beverages,Cola,Yes,114269.46,2849,2137
2026-03-06,South,Snacks,Biscuits,Yes,114276.43,4684,1008
2026-03-06,South,Dairy,Cheese,No,76738.0,1801,764
2026-03-06,East,Beverages,Juice,No,63432.0,1648,2337
2026-03-06,East,Snacks,Namkeen,No,81142.0,2296,2856
2026-03-06,East,Dairy,Cheese,Yes,121643.67,2497,3061
2026-03-06,West,Beverages,Energy Drink,Yes,68403.0,2621,4129
2026-03-06,West,Snacks,Chips,No,148973.0,3956,2109
2026-03-06,West,Dairy,Cheese,Yes,109337.65,2208,1110
2026-03-07,North,Beverages,Cola,Yes,183542.94,5861,4010
2026-03-07,North,Snacks,Biscuits,No,67048.0,2700,2589
2026-03-07,North,Dairy,Milk,No,111122.0,2691,1768
2026-03-07,South,Beverages,Cola,Yes,118040.99,2731,2967
2026-03-07,South,Snacks,Biscuits,No,59552.0,1368,3103
2026-03-07,South,Dairy,Cheese,Yes,93083.08,2135,1805
2026-03-07,East,Beverages,Juice,No,62051.0,2035,2247
2026-03-07,East,Snacks,Namkeen,No,93393.0,3029,2289
2026-03-07,East,Dairy,Cheese,No,123575.0,2763,572
2026-03-07,West,Beverages,Cola,No,108414.0,3984,2497
2026-03-07,West,Snacks,Chips,No,99987.0,2105,1428
2026-03-07,West,Dairy,Yogurt,No,120809.0,2895,702
2026-03-08,North,Beverages,Energy Drink,No,117411.0,2663,4150
2026-03-08,North,Snacks,Biscuits,Yes,121684.17,4720,4709
2026-03-08,North,Dairy,Milk,Yes,100103.69,2317,4868
2026-03-08,South,Beverages,Cola,Yes,101000.53,2337,3975
2026-03-08,South,Snacks,Chips,Yes,162487.69,3504,4065
2026-03-08,South,Dairy,Cheese,Yes,193124.53,9324,3217
2026-03-08,East,Beverages,Cola,Yes,66530.31,1518,1077
2026-03-08,East,Snacks,Namkeen,Yes,102551.34,3058,3813
2026-03-08,East,Dairy,Yogurt,No,52213.0,1647,1469
2026-03-08,West,Beverages,Energy Drink,Yes,176450.24,8058,872
2026-03-08,West,Snacks,Namkeen,Yes,133546.29,5760,2968
2026-03-08,West,Dairy,Cheese,Yes,115539.37,3487,3736
2026-03-09,North,Beverages,Energy Drink,Yes,128596.98,4835,3703
2026-03-09,North,Snacks,Namkeen,No,133105.0,5472,3556
2026-03-09,North,Dairy,Milk,Yes,73596.21,1979,3728
2026-03-09,South,Beverages,Energy Drink,Yes,104597.0,2476,3316
2026-03-09,South,Snacks,Chips,No,134663.0,2956,1666
2026-03-09,South,Dairy,Milk,Yes,101441.78,3677,1438
2026-03-09,East,Beverages,Cola,Yes,204804.29,4110,4278
2026-03-09,East,Snacks,Namkeen,Yes,114657.44,4166,2117
2026-03-09,East,Dairy,Cheese,No,93365.0,3039,2421
2026-03-09,West,Beverages,Cola,No,131201.0,5938,2085
2026-03-09,West,Snacks,Biscuits,No,109067.0,3653,3004
2026-03-09,West,Dairy,Cheese,Yes,157649.83,3564,4008
2026-03-10,North,Beverages,Cola,Yes,106882.8,4011,4072
2026-03-10,North,Snacks,Biscuits,No,67603.0,1673,3216
2026-03-10,North,Dairy,Yogurt,No,108373.0,3522,3002
2026-03-10,South,Beverages,Juice,Yes,94486.74,4207,2798
2026-03-10,South,Snacks,Chips,Yes,111548.0,2875,1117
2026-03-10,South,Dairy,Milk,Yes,160825.07,3733,2242
2026-03-10,East,Beverages,Cola,No,121233.0,2589,4921
2026-03-10,East,Snacks,Biscuits,Yes,119276.13,2551,2883
2026-03-10,East,Dairy,Milk,No,115683.0,3275,3750
2026-03-10,West,Beverages,Juice,Yes,160351.62,3277,1858
2026-03-10,West,Snacks,Namkeen,Yes,124517.77,3366,1697
2026-03-10,West,Dairy,Cheese,No,97028.0,4574,4494
2026-03-11,North,Beverages,Cola,Yes,102495.6,4815,2193
2026-03-11,North,Snacks,Namkeen,No,100868.0,2958,4224
2026-03-11,North,Dairy,Milk,Yes,161628.47,3931,4771
2026-03-11,South,Beverages,Energy Drink,No,147243.0,5277,4959
2026-03-11,South,Snacks,Namkeen,Yes,128792.42,4160,1137
2026-03-11,South,Dairy,Cheese,No,99326.0,2019,2325
2026-03-11,East,Beverages,Energy Drink,No,96255.0,2162,3326
2026-03-11,East,Snacks,Biscuits,No,129195.0,6396,1638
2026-03-11,East,Dairy,Yogurt,Yes,90012.97,2290,2232
2026-03-11,West,Beverages,Cola,Yes,85362.1,2055,1469
2026-03-11,West,Snacks,Namkeen,Yes,140170.7,3368,4444
2026-03-11,West,Dairy,Cheese,No,112786.0,4285,1820
2026-03-12,North,Beverages,Energy Drink,No,52942.0,1938,1547
2026-03-12,North,Snacks,Namkeen,Yes,87201.83,4118,1703
2026-03-12,North,Dairy,Milk,Yes,115439.15,3251,3821
2026-03-12,South,Beverages,Energy Drink,Yes,190259.83,4262,1202
2026-03-12,South,Snacks,Chips,No,129498.0,2601,4445
2026-03-12,South,Dairy,Milk,Yes,132941.33,3032,1989
